# IDX        LATG        LATC        LONW          MU          TB
  452       -8.37       -6.82      166.74      0.6037      221.73
  453       -8.28       -6.75      161.46      0.5289      204.66
  454       -8.17       -6.66      155.25      0.4354      178.48
  455       -8.02       -6.54      147.20      0.3065      143.18
  456       -4.11       -3.35      302.61      0.1174      126.01
  457       -4.37       -3.56      289.53      0.3385      166.62
  458       -4.50       -3.67      282.02      0.4582      199.03
  459       -4.61       -3.75      276.07      0.5476      220.27
  460       -4.69       -3.82      270.94      0.6199      232.30
  461       -4.76       -3.88      266.33      0.6806      239.44
  462       -4.82       -3.93      262.09      0.7326      245.38
  463       -4.87       -3.97      258.12      0.7776      251.35
  464       -4.92       -4.00      254.36      0.8168      256.18
  465       -4.96       -4.04      250.77      0.8511      258.08
  466       -4.99       -4.06      247.31      0.8809      256.74
  467       -5.02       -4.09      243.96      0.9067      253.71
  468       -5.05       -4.11      240.69      0.9288      250.82
  469       -5.07       -4.13      237.49      0.9476      248.76
  470       -5.09       -4.14      234.36      0.9632      247.24
  471       -5.10       -4.15      231.27      0.9757      246.05
  472       -5.11       -4.16      228.21      0.9853      245.51
  473       -5.12       -4.17      225.18      0.9921      246.13
  474       -5.12       -4.17      222.16      0.9961      248.15
  475       -5.13       -4.17      219.15      0.9973      251.23
  476       -5.12       -4.17      216.15      0.9958      254.47
  477       -5.12       -4.17      213.13      0.9916      256.67
  478       -5.11       -4.16      210.09      0.9845      257.01
  479       -5.10       -4.15      207.03      0.9746      255.58
  480       -5.08       -4.14      203.94      0.9618      253.20
  481       -5.07       -4.13      200.80      0.9459      250.80
  482       -5.04       -4.11      197.60      0.9268      249.01
  483       -5.02       -4.09      194.32      0.9043      247.93
  484       -4.99       -4.06      190.96      0.8781      247.16
  485       -4.95       -4.03      187.49      0.8478      245.97
  486       -4.91       -4.00      183.88      0.8132      243.82
  487       -4.87       -3.96      180.10      0.7734      240.65
  488       -4.81       -3.92      176.11      0.7277      236.76
  489       -4.75       -3.87      171.84      0.6749      231.97
  490       -4.68       -3.81      167.19      0.6132      224.79
  491       -4.60       -3.74      161.99      0.5395      212.30
  492       -4.49       -3.66      155.93      0.4480      191.29
  493       -4.35       -3.54      148.17      0.3237      160.37
  494       -4.05       -3.29      132.59      0.0583      121.96
  495       -0.45       -0.36      301.67      0.1330      129.30
  496       -0.69       -0.56      289.16      0.3444      168.75
  497       -0.83       -0.67      281.75      0.4627      200.44
  498       -0.93       -0.75      275.85      0.5514      221.60
  499       -1.01       -0.82      270.75      0.6234      233.46
  500       -1.08       -0.88      266.17      0.6839      239.47
  501       -1.14       -0.93      261.95      0.7357      243.06
  502       -1.19       -0.97      257.99      0.7806      246.10
  503       -1.24       -1.01      254.25      0.8197      248.60
  504       -1.27       -1.04      250.67      0.8539      249.80
  505       -1.31       -1.07      247.22      0.8837      249.55
  506       -1.34       -1.09      243.88      0.9094      248.55
  507       -1.36       -1.11      240.62      0.9316      247.53
  508       -1.39       -1.13      237.44      0.9503      246.71
  509       -1.40       -1.14      234.31      0.9659      246.10
  510       -1.42       -1.15      231.23      0.9784      245.86
  511       -1.43       -1.16      228.18      0.9880      246.34
  512       -1.44       -1.17      225.16      0.9947      247.76
  513       -1.44       -1.17      222.15      0.9987      249.91
  514       -1.44       -1.17      219.15      1.0000      252.20
  515       -1.44       -1.17      216.16      0.9985      254.02
  516       -1.44       -1.17      213.15      0.9942      255.14
  517       -1.43       -1.16      210.12      0.9872      255.79
  518       -1.42       -1.15      207.07      0.9773      256.15
  519       -1.40       -1.14      203.99      0.9645      256.03
  520       -1.38       -1.13      200.85      0.9486      255.19
  521       -1.36       -1.11      197.66      0.9295      253.69
  522       -1.34       -1.09      194.40      0.9070      251.79
  523       -1.31       -1.06      191.05      0.8809      249.50
  524       -1.27       -1.03      187.59      0.8507      246.60
  525       -1.23       -1.00      183.99      0.8161      243.14
  526       -1.19       -0.96      180.23      0.7764      239.66
  527       -1.13       -0.92      176.25      0.7308      236.71
  528       -1.07       -0.87      172.00      0.6782      233.91
  529       -1.00       -0.82      167.38      0.6168      229.17
  530       -0.92       -0.75      162.21      0.5434      218.88
  531       -0.81       -0.66      156.20      0.4525      199.14
  532       -0.67       -0.55      148.55      0.3298      168.15
